Raw Tweets,Clean Tweets,Sentiment
@MikeWellsNFL @MikeWellsNFL Do you think @Colts think Anthony Walker will be ready to start at MLB?,Do you think think Anthony Walker will be ready to start at MLB,0.2
@RFootball @Colts @mylesOneTwo Let's get it Cuzn! Proud of you!,Let s get it Cuzn Proud of you,0.8
Colts_Headlines. Smartest NFL draft pick for each team - Yardbarker https://t.co/R1uZ4hUjKA,Colts Headlines Smartest NFL draft pick for each team Yardbarker,0.0
@DelusionalOSUfn @madmanRBcoach @RossTuckerNFL He's going to @Colts rookie minicamp as a tryout player.,He s going to rookie minicamp as a tryout player,0.0
"Instant first-round grade: #Colts select G Quenton Nelson via @FanSided 2018 #NFLDraft
https://t.co/keB49Ib1Ot",Instant first round grade Colts select G Quenton Nelson via 2018 NFLDraft,0.016666666666666663
"NFL: Mount Vernon native, Iona Prep grad Chris Cooper signs with Indianapolis Colts https://t.co/0AsL0fWHNm https://t.co/gBfWuZd497",NFL Mount Vernon native Iona Prep grad Chris Cooper signs with Indianapolis Colts,0.0
Indianapolis Colts GM did not take trade offers for Andrew Luck seriously https://t.co/2EMm0AXn0f  #sports,Indianapolis Colts GM did not take trade offers for Andrew Luck seriously sports,-0.11666666666666665
"ICYMI - Mount Vernon native, @ionafootball grad Chris Cooper signed with the @Colts as an undrafted free agent:… https://t.co/GUKJioLw6K",ICYMI Mount Vernon native grad Chris Cooper signed with the as an undrafted free agent,0.4
"""Indianapolis Colts Select 11 Players In 2018 NFL Draft"" https://t.co/9Vq3lNMzPW",Indianapolis Colts Select 11 Players In 2018 NFL Draft,0.0
let’s go @Colts,let s go,0.0
@Colts G.M Chris Ballard is changing the culture..love the Q.Nelson pick..330 beast at OG..loved the WR-D.Cain pick… https://t.co/NMq9qX9Fxb,G M Chris Ballard is changing the culture love the Q Nelson pick 330 beast at OG loved the WR D Cain pick,0.6
Indianapolis Colts Select 11 Players In 2018 NFL Draft #ColtsNation  https://t.co/qAvPfloKii https://t.co/2YXGRHAgtm,Indianapolis Colts Select 11 Players In 2018 NFL Draft ColtsNation,0.0
UPDATED LIST: Indianapolis Colts 2018 NFL Draft Picks #ColtsNation  https://t.co/A3UhZEDw31 https://t.co/vNNHifwtw3,UPDATED LIST Indianapolis Colts 2018 NFL Draft Picks ColtsNation,0.0
@sspac21 @Colts @Reece_JMM @cainera1_ @JL_Chapman @EatSleepFF Same with KC,JMM Chapman Same with KC,0.0
Zaire Franklin drafted by the Indianapolis Colts. https://t.co/Np6u9kBjGS,Zaire Franklin drafted by the Indianapolis Colts,0.0
@TreOfWakanda @Colts We drafted Jerry Hughes when we were still in a 4-3. He then went to the Bills and thrived sta… https://t.co/OtSGtCoXn5,We drafted Jerry Hughes when we were still in a 4 3 He then went to the Bills and thrived sta,0.0
@GuruColts @coulterelliget9 @Evan_Ausbrooks @Colts Al Woods,Ausbrooks Al Woods,0.0
@GuruColts @Evan_Ausbrooks @Colts What? Lol,Ausbrooks What Lol,0.8
