Raw Tweets,Clean Tweets,Sentiment
Not a Seahawks fan but damn love to see this. - One-handed LB Griffin joins twin on Seahawks - via @ESPN App https://t.co/MR7Kpq7FJ8,Not a Seahawks fan but damn love to see this One handed LB Griffin joins twin on Seahawks via App,0.5
https://t.co/sJz21NpvNP,,0.0
Shaquem Griffin is undoubtedly the story of the NFL draft - here's why https://t.co/zjJjGEll2p,Shaquem Griffin is undoubtedly the story of the NFL draft here s why,0.0
@Mike_Hunt425 @Seahawks Hey mike how bout u shut the fuck up,Hunt425 Hey mike how bout u shut the fuck up,-0.4
"#15: 183,206 views Shaquem Griffin Gets Selected by the Seattle Seahawks | 2018 NFL Draft https://t.co/ryzb9ZTaF4",15 183 206 views Shaquem Griffin Gets Selected by the Seattle Seahawks 2018 NFL Draft,0.0
Football Player Who Lost Left Hand as a Boy Drafted by Seattle Seahawks https://t.co/2soGehkLLO https://t.co/SPohxFD90C,Football Player Who Lost Left Hand as a Boy Drafted by Seattle Seahawks,0.0
Bozeman native Will Dissly (@Will_Diss) reacts to getting drafted by Seattle Seahawks #mtscores #NFLDraft… https://t.co/nXeo0thqwQ,Bozeman native Will Dissly Diss reacts to getting drafted by Seattle Seahawks mtscores NFLDraft,0.0
"@mdcksn @Seahawks He's simply a badass worth all that and 
more! #HookEm",He s simply a badass worth all that and more HookEm,0.26666666666666666
Not the Arkansas Razorbacks but a touching story from NFL Draft. https://t.co/UDS4DaJ2Yv,Not the Arkansas Razorbacks but a touching story from NFL Draft,0.5
@TheSeaGals @Seahawks @SeaGalShayne All so gorgeous!,All so gorgeous,0.7
Grading a draft right after it happens is as accurate as mocking it before it happens. Experts graded @Seahawks 201… https://t.co/HCPw91pSEX,Grading a draft right after it happens is as accurate as mocking it before it happens Experts graded 201,0.34285714285714286
@Seahawks Now we have double the smiles!  Best damn smiles in the league! @ShaquillG #ShaquemGriffin #ShaquillGriffin,Now we have double the smiles Best damn smiles in the league ShaquemGriffin ShaquillGriffin,0.5
"@LukeEasterling @Seahawks @Ravens @Shaquemgriffin @Lj_era8 Go Ravens! My home town, but still Go Bucs! :)",era8 Go Ravens My home town but still Go Bucs,0.0
@sshawks @TerranceB @Seahawks So do they.,So do they,0.0
Yes!!! Twinning! Go Seattle Seahawks. Love it https://t.co/806xAROdLj,Yes Twinning Go Seattle Seahawks Love it,0.5
@jf3_5  Congratulations for getting Drafted to the @Seahawks . I can’t wait to see you play ! And I’ll be rocking out your Jersey 🤪,5 Congratulations for getting Drafted to the I can t wait to see you play And I ll be rocking out your Jersey,0.0
@HogueCM @Brandon_Willi @Seahawks Thanks man,Willi Thanks man,0.2
@NFL @Shaquemgriffin @Seahawks @UCF_Football Congratulations!,Football Congratulations,0.0
@MrLininger @Brandon_Willi @Seahawks Happy Birthday again,Willi Happy Birthday again,0.8
@LukeEasterling @Seahawks @Ravens @Shaquemgriffin @Lj_era8 No Saquon? For shame.,era8 No Saquon For shame,0.0
"@Seahawks @jjones_74 Puck the fundits, our O-line is going to kick ass this year. Glad to see Jamarco on board...gr… https://t.co/fSM7KJOzBF",74 Puck the fundits our O line is going to kick ass this year Glad to see Jamarco on board gr,0.5
"UCF product Shaquem Griffin drafted by the Seattle Seahawks with the 141st overall pick, and he only has 1 hand. He… https://t.co/QeulWk4UWx",UCF product Shaquem Griffin drafted by the Seattle Seahawks with the 141st overall pick and he only has 1 hand He,0.0
@Seahawks @McgoughAlex Go Seahawks,Go Seahawks,0.0
@Bulldogscoach74 @Seahawks Thanks coach,Thanks coach,0.2
@Tcarew10 keep working hard and I’m very proud of you. Great day for you and your family. @Seahawks picked up a great young man.,keep working hard and I m very proud of you Great day for you and your family picked up a great young man,0.48166666666666674
"@NFLonFOX @Browns @Giants @nyjets @bakermayfield @saquon Rashaad Penny, @Seahawks",Rashaad Penny,0.0
Guess I’ll have to add @Seahawks &amp; @Ravens jerseys to the collection. @Shaquemgriffin @Lj_era8,Guess I ll have to add amp jerseys to the collection era8,0.0
@Brandon_Willi @HogueCM @Seahawks That would make sense,Willi That would make sense,0.0
@stillwinning31 @north24side @NFL @Shaquemgriffin @Seahawks @ShaquillG @espn You want by yourself. I sat on side of… https://t.co/FwuzOQPrNf,You want by yourself I sat on side of,0.0
@UW_Football @Seahawks Who?,Football Who,0.0
@HogueCM @MrLininger @Seahawks He wasn't making it past they first 5 picks of the 2nd supposedly,He wasn t making it past they first 5 picks of the 2nd supposedly,0.0
"Shaquem Griffin drafted by Seahawks, becomes first one-handed player picked in NFL draft modern era https://t.co/2Zzj752BLe via @usatoday",Shaquem Griffin drafted by Seahawks becomes first one handed player picked in NFL draft modern era via,0.225
YES!!!!!! @NFL @Seahawks https://t.co/7rC6sNDFnT,YES,0.0
Pete Prisco gives @Seahawks Schneider and @PeteCarroll a D+ for the 2018 @NFL Draft. What gives?#GoHawks #12s  https://t.co/DEkQSCMfE4,Pete Prisco gives Schneider and a D for the 2018 Draft What gives GoHawks 12s,0.0
The @Seahawks gotta keep their eye on @mdcksn's running mate @given__talent they were quite the duo in 2017! 🤘,The gotta keep their eye on s running mate talent they were quite the duo in 2017,0.0
"NFL SEATTLE SEAHAWKS HANDMADE FOOTBALL CHARM BRACELET 8"" WITH 1 1/2"" EXT. https://t.co/TdhWH1MpaF",NFL SEATTLE SEAHAWKS HANDMADE FOOTBALL CHARM BRACELET 8 WITH 1 1 2 EXT,0.0
Very cool! https://t.co/rnCEcHqSUG,Very cool,0.45499999999999996
"Shaquem Griffin, one handed linebacker, joins Seattle Seahawks https://t.co/G326cVFuML",Shaquem Griffin one handed linebacker joins Seattle Seahawks,0.0
"“You’re going to have to move all the way over to the east side brother. We’re going to take you right here, OK?”… https://t.co/KHpvXe1AxZ",You re going to have to move all the way over to the east side brother We re going to take you right here OK,0.39285714285714285
Seattle Seahawks take former De La Salle and Ohio State lineman Jamarco Jones in fifth round of NFL draft… https://t.co/CWErosIbZW,Seattle Seahawks take former De La Salle and Ohio State lineman Jamarco Jones in fifth round of NFL draft,-0.1
"AMAZING story about @Shaquemgriffin, the one-handed player who has now been drafted by the @Seahawks. Well-deserved… https://t.co/BLhve8vb5U",AMAZING story about the one handed player who has now been drafted by the Well deserved,0.6000000000000001
@MrLininger @Seahawks I feel like we took penny because we didn’t have 2nd round picks and he wasn’t gonna make it past that,I feel like we took penny because we didn t have 2nd round picks and he wasn t gonna make it past that,-0.15
who knew that seattle was the city of brothers? #sounders have the roldan brothers and #seahawks now have the griffin brothers,who knew that seattle was the city of brothers sounders have the roldan brothers and seahawks now have the griffin brothers,0.0
@Turfthedog @Seahawks They're going to love it and love meet Turf.,They re going to love it and love meet Turf,0.5
